300.0	0.0
302.0	-0.00197057512911
304.0	-0.00213610208442
306.0	-0.00355531160454
308.0	-0.0178187746875
310.0	-0.0605247363626
312.0	-0.130702338033
314.0	-0.214250683196
316.0	-0.293771643691
318.0	-0.347618721603
320.0	-0.365609361979
322.0	-0.354717423855
324.0	-0.330012167795
326.0	-0.298826240015
328.0	-0.264650036754
330.0	-0.230482718767
332.0	-0.198546996442
334.0	-0.168581025946
336.0	-0.141624063292
338.0	-0.116500638305
340.0	-0.0951202857957
342.0	-0.0779193549581
344.0	-0.0639384098979
346.0	-0.05174216504
348.0	-0.0408662375354
350.0	-0.0319516519237
352.0	-0.0251106349869
354.0	-0.0199445621611
356.0	-0.015162946028
358.0	-0.0109292567635
360.0	-0.00684504960301
362.0	-0.0050642745533
364.0	-0.00397800331652
366.0	-0.00244665076475
368.0	-0.00149698692067
370.0	-0.00157768681154
372.0	-0.000876020130694
374.0	0.000414332544505
376.0	0.00100472377602
378.0	0.00181417866681
380.0	0.00134132858241
382.0	0.00142275717238
384.0	0.000839292401251
386.0	0.0013954066492
388.0	0.00227775227797
390.0	0.00163476611191
392.0	0.000509894737226
394.0	0.000327853979887
396.0	0.00108567212733
398.0	0.00143701201245
400.0	0.00122105993727
402.0	0.000442842447303
404.0	-0.000460012862022
406.0	-0.000944416461414
408.0	-0.000469788263341
410.0	-2.80952886343e-05
412.0	0.000306626956161
414.0	-9.26712498634e-05
416.0	-0.000293301050233
418.0	0.000613968998971
420.0	0.000343112122108
422.0	0.000811876075031
424.0	0.000984174005353
426.0	0.00161043504536
428.0	0.00213032224806
430.0	0.00220445348814
432.0	0.0022585269685
434.0	0.0012964243437
436.0	0.00130852311808
438.0	0.00168015300855
440.0	0.000605958302022
442.0	0.000274333195037
444.0	9.84987493895e-05
446.0	0.0002962626848
448.0	0.000181777197675
450.0	0.000936214988576
452.0	0.00159616606593
454.0	0.00119858273977
456.0	0.00122289964043
458.0	0.00144327715484
460.0	0.0016526333675
702.0	0.0
704.0	-0.00138106495046
706.0	-0.00468048877931
708.0	-0.0285876338335
710.0	-0.0848985166195
712.0	-0.16377102706
714.0	-0.25373775935
716.0	-0.345056494614
718.0	-0.436018930394
720.0	-0.523652793323
722.0	-0.607847664556
724.0	-0.687383816159
726.0	-0.758409897548
728.0	-0.80516852095
730.0	-0.811208865635
732.0	-0.782434625663
734.0	-0.732478036044
736.0	-0.671508280383
738.0	-0.607018583912
740.0	-0.542564989732
742.0	-0.480111859281
744.0	-0.422203906826
746.0	-0.368154987586
748.0	-0.319905917685
750.0	-0.276852071868
752.0	-0.237972378584
754.0	-0.205312311351
756.0	-0.176371678905
758.0	-0.151568076414
760.0	-0.130238747166
762.0	-0.11202855949
764.0	-0.0965739957171
766.0	-0.0831144988703
768.0	-0.0710829743895
770.0	-0.0613541574636
772.0	-0.0536959968241
774.0	-0.0461906485969
776.0	-0.0400144613464
778.0	-0.0348806457213
780.0	-0.0303965438468
782.0	-0.0269040730573
784.0	-0.0234782515791
786.0	-0.0207094147287
788.0	-0.0186889619181
790.0	-0.0172306046635
792.0	-0.0155670656913
794.0	-0.0137539211215
796.0	-0.0111336351659
798.0	-0.00999666573478
800.0	-0.00948707923899
802.0	-0.00822971267089
804.0	-0.0070157077281
806.0	-0.00658806409982
808.0	-0.00571295339046
